Name,Type,S,G,S R,M S,H S,T S,G S,H L,T L,P,Diet
h2,Herbivore,Female,0.2,59.72,49.54,2.52,2.07,2.55,0.33,0.49,1.69,0.03
f2,Herbivore,Female,0.2,59.72,49.54,2.52,2.07,2.55,0.66,0.49,1.69,0.03
m2,Herbivore,Female,0.2,59.72,49.54,2.52,2.07,1.7,0.66,0.49,1.69,0.03
g2,Herbivore,Female,0.2,59.72,49.54,2.52,2.07,1.7,0.66,0.49,1.85,0.03
g2,Herbivore,Female,0.2,59.72,49.54,2.52,2.07,1.7,0.69,0.49,1.85,0.03
l2,Herbivore,Female,0.2,59.72,17.71,2.52,2.07,1.7,0.69,0.49,1.85,0.03
j2,Herbivore,Female,0.38,59.72,17.71,1.98,2.07,1.7,0.69,0.49,1.85,0.03
h2,Herbivore,Female,0.38,76.56,17.71,1.98,2.07,1.7,0.69,0.49,1.85,0.03
h2,Herbivore,Male,0.95,76.56,15.56,2.42,1.29,2.14,0.48,0.37,0.76,0.03
i2,Herbivore,Male,0.95,46.24,15.56,2.42,1.29,2.14,0.48,0.37,0.76,0.03
n2,Herbivore,Male,0.95,46.24,15.56,2.42,1.29,2.14,0.48,0.37,0.76,0.03
j2,Herbivore,Male,0.95,22.38,15.56,2.42,1.29,2.14,0.48,0.5,0.76,0.03
m2,Herbivore,Male,0.75,59.67,15.56,2.06,1.94,1.62,0.4,0.37,0.76,0.03
m2,Herbivore,Male,0.95,22.38,15.56,2.42,1.29,2.14,0.48,0.5,0.76,0.03
g2,Herbivore,Female,0.02,22.38,15.56,2.42,1.94,1.62,0.18,0.37,0.76,0.03
k2,Herbivore,Female,0.02,22.38,15.56,2.42,1.94,1.62,0.18,0.14,0.76,0.03
k6,Herbivore,Female,0.07,19.94,15.56,2.06,1.94,1.62,0.4,0.37,0.76,0.03
l2,Herbivore,Male,0.8,59.67,15.56,2.42,1.94,1.62,0.18,0.2,0.76,0.03
g2,Herbivore,Female,0.02,22.38,15.56,2.42,1.94,1.62,0.18,0.14,1.96,0.03
l2,Herbivore,Female,0.02,22.38,21.48,2.42,1.94,1.48,0.18,0.14,1.9,0.03
h2,Herbivore,Female,0.02,22.38,21.48,2.42,2.37,1.48,0.18,0.58,1.9,0.03
l2,Herbivore,Female,0.02,22.38,21.48,2.42,2.37,1.48,0.18,0.58,1.52,0.03
i2,Herbivore,Female,0.02,22.38,21.48,2.42,2.37,1.48,0.18,0.37,1.52,0.03
m2,Herbivore,Female,0.02,49.63,21.48,2.42,2.37,1.48,0.18,0.37,1.52,0.03
j2,Herbivore,Female,0.02,49.63,15.56,2.06,1.94,0.52,0.4,0.37,0.76,0.03
l2,Herbivore,Female,0.02,49.63,15.56,2.06,1.94,0.52,0.4,0.37,0.76,0.03
g2,Herbivore,Female,0.02,66.13,15.56,1.33,1.94,0.52,0.4,0.37,0.76,0.03
i2,Herbivore,Female,0.02,66.13,15.56,1.69,1.94,0.52,0.4,0.37,0.76,0.03
g2,Herbivore,Female,0.02,66.13,15.56,1.69,1.94,0.52,0.4,0.32,0.76,0.03
j2,Herbivore,Female,0.02,66.13,15.56,2.97,1.94,0.52,0.44,0.32,0.76,0.03
h2,Herbivore,Female,0.02,66.13,11.96,2.97,1.94,0.52,0.44,0.32,0.76,0.03
k2,Herbivore,Female,0.02,66.13,11.96,1.19,1.94,0.52,0.36,0.32,0.71,0.03
f2,Herbivore,Female,0.02,73.18,11.96,1.19,1.94,1.13,0.36,0.32,0.71,0.03
j2,Herbivore,Female,0.02,73.18,11.96,1.19,1.94,1.13,0.36,0.32,0.71,0.03
h2,Herbivore,Female,0.02,73.18,11.96,1.19,1.94,1.13,0.36,0.46,0.9899999,0.03
m2,Herbivore,Female,0.02,73.18,11.96,1.19,1.94,0.75,0.36,0.46,0.9899999,0.03
g2,Herbivore,Male,0.8,73.18,11.96,1.19,1.94,0.56,0.36,0.29,0.9899999,0.03
k2,Herbivore,Female,0.02,73.18,11.96,1.19,1.42,0.75,0.36,0.44,0.9899999,0.03
k2,Herbivore,Female,0.02,73.18,11.96,1.19,1.3,0.75,0.36,0.44,0.9899999,0.03
j2,Herbivore,Female,0.02,80.27,11.96,1.19,1.3,0.75,0.36,0.15,0.9899999,0.03
g2,Herbivore,Female,0.02,71.93,11.96,1.19,1.3,0.75,0.36,0.15,0.9899999,0.03
h2,Herbivore,Female,0.02,71.93,11.96,1.19,1.3,0.75,0.36,0.15,0.9899999,0.03
f2,Herbivore,Female,0.02,71.93,11.96,1.19,1.3,1.22,0.16,0.15,0.9899999,0.03
k6,Herbivore,Female,0.07,19.94,11.96,1.19,1.81,1.22,0.16,0.15,0.9899999,0.03
i2,Herbivore,Female,0.02,71.93,11.96,1.19,1.3,0.93,0.16,0.48,0.9899999,0.03
l2,Herbivore,Male,0.8,73.18,11.96,1.19,1.94,0.56,0.36,0.29,0.84,0.03
g2,Herbivore,Female,0.02,71.93,11.96,1.19,1.3,0.93,0.3,0.48,0.9899999,0.03
l2,Herbivore,Female,0.19,71.93,11.96,1.19,1.3,0.56,0.24,0.29,0.84,0.03
g2,Herbivore,Female,0.19,71.93,11.96,1.19,1.3,0.56,0.24,0.29,1.9,0.03
g2,Herbivore,Female,0.19,71.93,11.96,1.94,1.3,0.56,0.24,0.29,1.9,0.03
i2,Herbivore,Female,0.19,71.93,11.96,1.33,1.3,0.56,0.2,0.29,1.9,0.03
j2,Herbivore,Female,0.19,59.93,11.96,1.33,1.3,0.56,0.26,0.29,1.9,0.03
h2,Herbivore,Female,0.19,59.93,11.96,2.61,1.3,0.56,0.26,0.29,1.79,0.03
i2,Herbivore,Female,0.19,59.93,11.96,2.61,1.05,0.56,0.65,0.29,1.79,0.03
k2,Herbivore,Female,0.09999999,59.93,11.96,2.61,1.16,0.56,0.65,0.29,1.79,0.03
m2,Herbivore,Female,0.09999999,61.62,11.96,2.61,1.16,1.78,0.25,0.29,1.79,0.03
m2,Herbivore,Female,0.09999999,61.62,11.96,1.89,1.16,1.02,0.65,0.29,1.79,0.03
j2,Herbivore,Female,0.09999999,61.62,11.96,1.89,2.57,0.56,0.65,0.29,0.9899999,0.03
m2,Herbivore,Female,0.09999999,55.03,11.96,1.89,2.57,0.56,0.65,0.15,0.9899999,0.03
i2,Herbivore,Female,0.09999999,55.03,39.36,1.89,2.57,0.56,0.65,0.15,0.9899999,0.03
g2,Herbivore,Male,0.56,55.03,39.36,1.89,1.94,0.56,0.14,0.29,0.84,0.03
h2,Herbivore,Male,0.56,55.03,39.36,1.89,1.94,0.56,0.14,0.29,0.84,0.03
f2,Herbivore,Male,0.56,55.03,39.36,1.89,1.94,0.56,0.14,0.23,0.84,0.03
m2,Herbivore,Male,0.56,55.03,25.9,1.08,1.84,0.56,0.45,0.15,1.36,0.03
g2,Herbivore,Male,0.56,31.77,25.9,1.08,1.84,0.56,0.45,0.39,1.36,0.03
j2,Herbivore,Male,0.56,31.77,25.9,1.08,1.84,1.25,0.36,0.29,0.84,0.03
g2,Herbivore,Male,0.56,43.17,11.96,1.19,1.94,0.56,0.26,0.29,0.84,0.03
n2,Herbivore,Male,0.56,43.17,11.96,2.77,1.94,0.56,0.36,0.29,0.84,0.03
h2,Herbivore,Male,0.56,43.17,11.96,1.19,1.6,0.56,0.36,0.29,0.55,0.03
i2,Herbivore,Male,0.56,43.17,11.96,1.19,2.57,0.56,0.36,0.29,0.55,0.03
g2,Herbivore,Male,0.56,43.17,11.96,1.19,2.57,0.56,0.36,0.29,0.55,0.03
i2,Herbivore,Female,0.07,43.17,11.96,1.19,1.87,0.56,0.36,0.29,0.55,0.03
j2,Herbivore,Female,0.07,70.02,11.96,1.19,1.92,0.56,0.36,0.29,0.87,0.03
g2,Herbivore,Male,0.53,73.18,11.96,1.19,1.94,0.56,0.36,0.48,0.84,0.03
l2,Herbivore,Female,0.07,51.46,11.96,1.19,2.66,0.56,0.36,0.31,0.87,0.03
j2,Herbivore,Male,0.74,51.46,40.09,1.19,2.66,0.56,0.36,0.31,0.87,0.03
g2,Herbivore,Male,0.74,51.46,40.09,1.19,2.66,0.56,0.36,0.31,0.87,0.03
k6,Herbivore,Female,0.07,97.48,41.35,1.19,2.66,0.56,0.36,0.31,0.87,0.03
g2,Herbivore,Male,0.74,51.46,6.13,1.19,2.66,2.48,0.24,0.31,0.87,0.03
k2,Herbivore,Male,0.74,45.6,6.13,1.19,1,2.48,0.24,0.31,0.87,0.03
m2,Herbivore,Male,0.74,17.75,6.13,1.19,1,2.48,0.24,0.31,1.86,0.03
f2,Herbivore,Male,0.74,97.48,41.35,1.19,2.5,0.56,0.36,0.47,1.48,0.03
i2,Herbivore,Male,0.74,97.48,11.96,1.71,1.94,0.56,0.36,0.48,0.84,0.03
n2,Herbivore,Male,0.76,97.48,11.96,2.17,1.94,0.56,0.4,0.48,0.84,0.03
h2,Herbivore,Male,0.76,20.48,11.96,1,1.94,0.56,0.4,0.48,0.84,0.03
g2,Herbivore,Male,0.76,81.3,11.96,1.78,2.11,0.56,0.4,0.48,0.84,0.03
h2,Herbivore,Male,0.76,81.3,11.96,1.78,2.89,0.56,0.44,0.48,0.84,0.03
f2,Herbivore,Male,0.73,81.3,11.96,1.78,2.89,0.56,0.44,0.48,0.84,0.03
i2,Herbivore,Male,0.73,81.3,36.58,1.78,2.89,2.16,0.44,0.48,0.84,0.03
k2,Herbivore,Male,0.59,81.3,36.58,1.78,1.4,2.16,0.44,0.48,0.51,0.03
l2,Herbivore,Male,0.53,73.18,11.96,1.19,1.94,0.56,0.44,0.48,0.51,0.03
g2,Herbivore,Male,0.59,81.3,36.58,1.78,1.4,2.16,0.12,0.48,0.51,0.03
g2,Herbivore,Male,0.53,73.18,21.27,1.72,1.94,0.56,0.11,0.48,0.51,0.03
k6,Herbivore,Female,0.07,97.48,41.35,1.19,2.46,0.56,0.32,0.48,0.51,0.03
g2,Herbivore,Male,0.53,73.18,11.96,1.19,1.94,0.56,0.44,0.48,0.51,0.03
j2,Herbivore,Male,0.53,73.18,48.39,2.14,1.94,0.56,0.41,0.48,1.68,0.03
l2,Herbivore,Male,0.53,73.18,48.39,2.14,2.96,0.56,0.41,0.48,1.68,0.03
g2,Herbivore,Male,0.53,73.18,48.39,2.14,2.96,0.56,0.41,0.48,1.68,0.03
l2,Herbivore,Male,0.53,73.18,48.39,2.14,2.96,0.56,0.41,0.48,1.68,0.03
j2,Herbivore,Male,0.53,73.18,48.39,2.14,2.06,0.56,0.14,0.48,1.68,0.03
m2,Herbivore,Male,0.53,73.18,31.82,2.14,2.06,0.56,0.14,0.48,1.19,0.03
i2,Herbivore,Male,0.53,73.18,31.82,1.19,1.94,2.92,0.27,0.48,0.51,0.03
g2,Herbivore,Male,0.53,73.18,41.35,1.19,2.46,0.56,0.17,0.48,1.31,0.03
m2,Herbivore,Male,0.53,73.18,41.35,1.19,2.46,0.56,0.32,0.48,0.51,0.03
h2,Herbivore,Male,0.53,73.18,41.35,1.19,2.46,0.56,0.32,0.48,0.51,0.03
i2,Herbivore,Male,0.53,73.18,11.96,1.19,1.94,0.56,0.44,0.48,0.51,0.03
k2,Herbivore,Male,0.53,73.18,11.96,1.18,1.94,0.56,0.44,0.48,0.51,0.03
f2,Herbivore,Male,0.53,73.18,24.65,1.18,2.22,0.56,0.44,0.48,0.51,0.03
m2,Herbivore,Male,0.53,73.18,24.65,1.18,2.22,0.56,0.32,0.48,0.51,0.03
h2,Herbivore,Male,0.53,73.18,24.65,1.18,2.22,1.56,0.32,0.23,0.51,0.03
g2,Herbivore,Male,0.53,23.33,24.65,1.44,1.85,1.56,0.39,0.48,0.51,0.03
l2,Herbivore,Male,0.53,73.18,11.96,2.17,1.94,0.56,0.44,0.59,0.66,0.03
n2,Herbivore,Female,0.46,23.33,6.49,1.44,1.85,1.56,0.69,0.48,0.51,0.03
i2,Herbivore,Male,0.63,23.33,6.49,1.44,1.85,1.56,0.69,0.48,0.51,0.03
h2,Herbivore,Male,0.63,73.18,11.96,2.17,1.94,0.56,0.44,0.59,0.66,0.03
n2,Herbivore,Male,0.63,73.18,11.96,2.17,2.79,0.56,0.44,0.59,0.66,0.03
l6,Herbivore,Female,0.07,97.48,17.81,2.11,2.79,0.56,0.59,0.59,0.66,0.03
f2,Herbivore,Female,0.04,73.18,11.96,2.17,2.79,2.59,0.44,0.59,0.66,0.03
g2,Herbivore,Female,0.04,73.18,11.96,2.17,2.79,2.59,0.44,0.45,0.66,0.03
k6,Herbivore,Female,0.07,97.48,17.81,2.11,1.52,0.56,0.59,0.59,0.66,0.03
i2,Herbivore,Female,0.04,73.18,11.96,2.17,2.82,2.59,0.44,0.45,0.66,0.03
l2,Herbivore,Female,0.04,73.18,11.96,2.17,2.82,2.59,0.44,0.45,0.66,0.03
g2,Herbivore,Male,0.53,56.38,11.96,2.17,2.82,2.36,0.21,0.45,1.41,0.03
g2,Herbivore,Male,0.68,73.18,40.45,2.17,2.82,2.59,0.44,0.52,0.71,0.03
h2,Herbivore,Female,0.49,73.18,47.88,2.17,2.82,2.59,0.44,0.52,0.71,0.03
f2,Herbivore,Female,0.49,73.18,47.88,2.17,2.93,2.59,0.44,0.52,0.83,0.03
h2,Herbivore,Female,0.49,73.18,47.88,2.17,1.39,1.3,0.44,0.52,0.83,0.03
m2,Herbivore,Female,0.49,73.18,47.8,2.46,1.39,1.3,0.44,0.52,1.41,0.03
g2,Herbivore,Female,0.49,43.32,47.8,2.46,1.72,1.17,0.44,0.52,0.72,0.03
i2,Herbivore,Female,0.49,43.32,47.8,2.46,1.07,1.61,0.44,0.52,0.72,0.03
o2,Herbivore,Male,0.63,43.32,47.8,2.46,2.82,2.36,0.21,0.45,1.41,0.03
j2,Herbivore,Male,0.63,31.2,47.8,2.43,2.82,2.36,0.21,0.45,1.41,0.03
g2,Herbivore,Male,0.63,31.2,47.8,2.43,2.82,2.36,0.21,0.48,1.41,0.03
l2,Herbivore,Male,0.53,40.14,11.96,2.17,2.82,2.36,0.21,0.12,1.58,0.03
l6,Herbivore,Female,0.07,97.48,17.81,1.91,1.52,0.56,0.21,0.48,1.41,0.03
l6,Herbivore,Female,0.13,97.48,29.3,2.43,2.82,2.36,0.52,0.48,1.41,0.03
k2,Herbivore,Male,0.63,31.2,29.42,2.43,2.82,2.36,0.52,0.48,1.41,0.03
g2,Herbivore,Male,0.63,71.93,19.62,2.43,2.82,2.36,0.52,0.48,1.41,0.03
i2,Herbivore,Male,0.89,71.93,19.62,2.43,1.84,2.36,0.52,0.48,1.41,0.03
f2,Herbivore,Male,0.89,71.93,19.62,1.11,1.84,2.36,0.21,0.48,1.41,0.03
k2,Herbivore,Male,0.89,71.93,19.62,1.67,1.84,2.36,0.21,0.48,1.41,0.03
l2,Herbivore,Male,0.89,21.13,19.62,1.67,2.82,2.36,0.13,0.48,1.41,0.03
g2,Herbivore,Male,0.89,21.13,19.62,1.67,2.82,2.36,0.13,0.48,1.41,0.03
h2,Herbivore,Female,0.24,21.13,19.62,1.67,2.82,2.36,0.49,0.48,1.41,0.03
g2,Herbivore,Female,0.36,21.13,19.62,1.67,2.26,2.36,0.49,0.48,1.41,0.03
n2,Herbivore,Female,0.36,21.13,19.62,1.33,1.03,2.36,0.49,0.48,0.66,0.03
g2,Herbivore,Female,0.36,21.13,10.74,1.33,1.03,2.36,0.49,0.48,1.39,0.03
g2,Herbivore,Male,0.53,40.14,11.96,1.33,1.03,2.36,0.49,0.42,1.39,0.03
h2,Herbivore,Female,0.36,21.13,10.74,1.33,1.03,2.36,0.49,0.48,1.39,0.03
i2,Herbivore,Female,0.36,21.13,10.74,1.37,1.03,2.36,0.49,0.48,0.61,0.03
i2,Herbivore,Female,0.36,21.13,10.74,1.37,1.03,2.36,0.49,0.48,0.61,0.03
f2,Herbivore,Female,0.36,21.13,10.74,1.37,1.03,1.15,0.49,0.48,0.61,0.03
h2,Herbivore,Female,0.36,21.13,10.74,1.39,1.41,1.15,0.49,0.48,0.57,0.03
h2,Herbivore,Female,0.36,37.74,10.74,1.39,1.41,1.15,0.49,0.6,0.57,0.03
i2,Herbivore,Female,0.01,37.74,10.74,1.39,1.41,1.15,0.58,0.6,0.57,0.03
i2,Herbivore,Female,0.01,90.8,10.74,1.39,1.41,1.15,0.58,0.6,0.57,0.03
m2,Herbivore,Male,0.69,40.14,11.96,2.48,1.03,2.36,0.49,0.42,1.39,0.03
l2,Herbivore,Male,0.69,40.14,12.65,1.33,1.03,1.29,0.28,0.42,1.39,0.03
l6,Herbivore,Male,0.69,40.14,12.65,1.33,1.03,1.29,0.28,0.42,1.39,0.03
o2,Herbivore,Male,0.69,40.14,12.65,2.59,1.03,1.61,0.48,0.42,1.49,0.03
l2,Herbivore,Male,0.69,64.45,25.55,2.59,1.03,1.61,0.3,0.42,1.96,0.03
f2,Herbivore,Male,0.69,64.45,25.55,2.46,1.03,1.61,0.3,0.43,1.96,0.03
k6,Herbivore,Male,0.69,39.37,12.65,1.33,1.98,1.29,0.28,0.42,1.98,0.03
g2,Herbivore,Male,0.69,64.45,11.96,1.33,1.03,2.36,0.49,0.17,1.39,0.03
i2,Herbivore,Male,0.69,64.45,11.96,1.33,1.03,2.36,0.49,0.17,1.39,0.03
m6,Herbivore,Male,0.69,39.37,11.96,1.33,1,2.36,0.49,0.17,1.39,0.03
h2,Herbivore,Male,0.69,64.45,26.87,1.33,1.03,2.36,0.49,0.32,1.39,0.03
l6,Herbivore,Female,0.05,39.37,11.96,1.33,1,2.36,0.49,0.42,0.52,0.03
l2,Herbivore,Male,0.53,64.45,26.87,1.33,1.03,1.71,0.49,0.32,1.39,0.03
i2,Herbivore,Male,0.69,64.45,26.87,1.33,1.03,2.36,0.49,0.32,1.29,0.03
j2,Herbivore,Female,0.49,64.45,48.88,1.33,1.03,2.95,0.49,0.2,1.29,0.03
g2,Herbivore,Female,0.49,64.45,48.88,1.33,1.03,2.95,0.49,0.2,1.07,0.03
j2,Herbivore,Female,0.49,64.45,48.88,1.33,1.03,2.95,0.49,0.2,1.07,0.03
g2,Herbivore,Female,0.49,64.45,22.23,1.33,1.03,2.7,0.49,0.59,1.07,0.03
h2,Herbivore,Female,0.49,29.95,22.23,1.33,1.03,2.7,0.49,0.59,1.3,0.03
f2,Herbivore,Female,0.49,29.95,22.23,1.33,2.71,2.7,0.49,0.34,1.3,0.03
h2,Herbivore,Female,0.49,29.95,22.23,1.33,2.71,2.7,0.49,0.34,1.3,0.03
l2,Herbivore,Female,0.49,29.95,22.23,1.33,1.23,2.7,0.49,0.4,1.3,0.03
i2,Herbivore,Female,0.49,29.95,22.23,1.33,1.23,2.7,0.49,0.4,1.91,0.03
j2,Herbivore,Female,0.49,29.95,41.56,2.55,1.23,2.7,0.49,0.4,1.91,0.03
m6,Herbivore,Female,0.4,39.37,11.96,1.33,1,2.36,0.49,0.42,0.52,0.03
g2,Herbivore,Female,0.49,29.95,41.56,2.49,1.23,2.86,0.49,0.42,0.52,0.03
h2,Herbivore,Female,0.49,29.95,41.56,2.49,1.23,3,0.49,0.42,0.52,0.03
h2,Herbivore,Female,0.49,48.86,41.56,1.21,1.23,3,0.49,0.24,0.52,0.03
l2,Herbivore,Male,0.53,39.37,11.96,1.33,1,1.32,0.49,0.42,1.34,0.03
f2,Herbivore,Female,0.49,14.02,41.56,1.05,1.67,3,0.49,0.24,0.52,0.03
m6,Herbivore,Female,0.4,39.37,11.96,1.2,2.29,1.66,0.34,0.14,0.52,0.03
k2,Herbivore,Female,0.49,14.02,10.07,1.05,1.67,2.14,0.49,0.24,0.52,0.03
k2,Herbivore,Female,0.49,14.02,10.07,1.05,1.67,1.66,0.34,0.35,0.52,0.03
n2,Herbivore,Female,0.49,14.02,10.07,1.05,1.37,1.66,0.34,0.35,0.52,0.03
i2,Herbivore,Female,0.17,14.02,38.17,1.05,1.37,1.66,0.34,0.35,0.52,0.03
h2,Herbivore,Female,0.17,14.02,38.17,1.05,1.37,1.66,0.34,0.4,0.52,0.03
i2,Herbivore,Female,0.17,14.02,38.17,1.05,1.37,1.66,0.13,0.4,0.52,0.03
g2,Herbivore,Female,0.17,14.02,38.17,1.05,1.67,1.66,0.13,0.4,0.52,0.03
g2,Herbivore,Female,0.17,16.86,38.17,1.74,1.67,1.66,0.13,0.4,0.52,0.03
n6,Herbivore,Male,0.79,39.37,11.96,1.05,1.67,1.66,0.2,0.4,0.52,0.03
m2,Herbivore,Female,0.17,14.02,38.17,1.05,1.67,1.66,0.13,0.4,0.52,0.03
l2,Herbivore,Female,0.17,14.02,38.17,1.05,1.67,1.66,0.13,0.4,0.52,0.03
g2,Herbivore,Female,0.17,14.02,38.17,1.05,1.67,0.88,0.13,0.4,0.52,0.03
i2,Herbivore,Female,0.17,58.97,38.17,2.86,1.67,0.88,0.13,0.4,0.52,0.03
j2,Herbivore,Female,0.17,58.97,38.17,2.86,1.67,1.58,0.13,0.4,0.52,0.03
k2,Herbivore,Female,0.17,58.97,38.17,2.86,1.67,1.58,0.13,0.4,1.23,0.03
g2,Herbivore,Female,0.17,58.97,38.17,2.86,1.67,1.58,0.13,0.4,1.23,0.03
l6,Herbivore,Female,0.17,98.59,38.17,2.86,2.33,1.58,0.13,0.4,1.23,0.03
j2,Herbivore,Female,0.17,58.97,46.7,2.86,1.67,1.58,0.13,0.4,1.23,0.03
k6,Herbivore,Female,0.17,99.16,39.29,2.86,1.67,1.58,0.13,0.4,1.23,0.03
i2,Herbivore,Female,0.17,52.54,27.9,2.86,1.48,1.58,0.13,0.4,1.43,0.03
i2,Herbivore,Female,0.17,52.54,27.9,2.86,1.48,1.58,0.59,0.4,1.43,0.03
l6,Herbivore,Female,0.31,99.16,39.29,2.86,1.67,0.9899999,0.59,0.4,1.43,0.03
h2,Herbivore,Female,0.17,31.1,16.16,2.8,1.48,2.4,0.59,0.4,1.43,0.03
o2,Herbivore,Female,0.17,31.1,16.16,2.8,1.48,2.4,0.59,0.4,1.43,0.03
g2,Herbivore,Female,0.17,39.56,16.16,2.8,1.48,2.4,0.59,0.4,1.43,0.03
i2,Herbivore,Female,0.17,39.56,16.16,2.8,1.48,2.4,0.59,0.4,1.43,0.03
i2,Herbivore,Female,0.17,39.56,16.16,1.15,1.48,2.4,0.59,0.4,0.88,0.03
g2,Herbivore,Female,0.17,39.56,16.16,1.14,2.02,2.4,0.59,0.4,0.73,0.03
j2,Herbivore,Female,0.17,39.56,47.92,1.14,2.02,2.4,0.59,0.4,0.73,0.03
h2,Herbivore,Female,0.17,58.23,38.17,1.74,1.67,1.66,0.13,0.46,0.52,0.03
h2,Herbivore,Female,0.17,58.23,38.17,1.74,1.67,2.02,0.13,0.46,0.52,0.03
f2,Herbivore,Female,0.17,90.00999,38.17,1.74,1.67,2.02,0.13,0.38,0.89,0.03
l2,Herbivore,Female,0.17,90.00999,38.17,1.74,1.67,2.02,0.13,0.38,0.89,0.03
h2,Herbivore,Female,0.17,90.00999,38.17,1.74,1.67,1.31,0.13,0.38,0.89,0.03
f2,Herbivore,Female,0.17,90.00999,38.17,1.74,1.67,1.31,0.13,0.38,0.89,0.03
l2,Herbivore,Female,0.17,16.86,38.17,1.53,1.67,1.66,0.13,0.4,0.52,0.03
h2,Herbivore,Male,0.62,16.86,23.52,1.53,1.67,2.13,0.6,0.35,0.52,0.03
n2,Herbivore,Female,0.3,90.00999,23.52,1.53,1.67,2.13,0.29,0.35,0.52,0.03
m2,Herbivore,Female,0.3,90.57,23.52,1.53,1.92,2.13,0.29,0.35,0.52,0.03
l2,Herbivore,Male,0.68,90.57,23.52,1.53,1.92,2.13,0.29,0.36,0.52,0.03
l2,Herbivore,Male,0.68,90.57,23.52,1.53,1.67,1.19,0.59,0.4,1.43,0.03
g2,Herbivore,Male,0.68,97.14,26.74,1.53,1.67,1.19,0.59,0.09999999,1.43,0.03
j2,Herbivore,Male,0.68,97.14,38.28,1.53,1.67,2.13,0.46,0.43,0.52,0.03
g2,Herbivore,Male,0.62,16.86,23.52,1.53,1.67,2.13,0.6,0.35,0.93,0.03
i2,Herbivore,Male,0.68,97.14,33.98,1.53,1.67,2.13,0.46,0.43,0.61,0.03
h2,Herbivore,Male,0.68,97.14,33.98,2.13,1.67,2.13,0.46,0.43,0.61,0.03
i2,Herbivore,Male,0.68,97.14,35.44,2.13,2.5,1.18,0.46,0.43,0.61,0.03
k2,Herbivore,Male,0.72,97.14,35.44,2.13,2.5,1.18,0.46,0.43,0.86,0.03
j2,Herbivore,Male,0.72,97.14,35.44,2.13,2.5,2.77,0.46,0.43,0.86,0.03
h2,Herbivore,Male,0.72,97.14,35.44,2.13,2.5,2.77,0.18,0.43,0.86,0.03
m2,Herbivore,Male,0.72,97.14,35.44,2.13,2.16,2.77,0.55,0.43,0.86,0.03
i2,Herbivore,Male,0.72,97.14,35.44,2.32,2.16,2.77,0.55,0.43,1.5,0.03
k2,Herbivore,Male,0.72,97.14,49.03,2.32,2.14,1.4,0.46,0.43,1.5,0.03
i2,Herbivore,Male,0.72,97.14,49.03,1.76,2.14,1.4,0.46,0.43,1.5,0.03
j2,Herbivore,Male,0.72,15.07,49.03,1.76,2.14,1.4,0.46,0.43,1.5,0.03
m2,Herbivore,Male,0.72,15.07,14.02,1.76,2.14,1.4,0.53,0.43,1.5,0.03
f2,Herbivore,Male,0.72,15.07,41.75,1.76,2.14,1.4,0.53,0.43,1.5,0.03
i2,Herbivore,Male,0.72,15.07,41.75,2.91,2.14,1.4,0.53,0.43,1.5,0.03
n6,Herbivore,Female,0.31,99.16,9.36,2.86,1.44,1.04,0.42,0.35,0.93,0.03
l6,Herbivore,Female,0.31,99.16,9.36,2.86,1.44,1.04,0.53,0.43,1.5,0.03
g2,Herbivore,Male,0.72,15.07,41.75,2.91,2.14,1.4,0.53,0.43,1.5,0.03
h2,Herbivore,Male,0.82,12.02,23.52,1.53,2.27,2.13,0.6,0.35,0.93,0.03
j2,Herbivore,Male,0.82,12.02,23.52,1.53,2.27,2.13,0.6,0.35,0.93,0.03
l2,Herbivore,Male,0.82,12.02,23.52,1.53,2.27,2.13,0.28,0.35,0.93,0.03
j2,Herbivore,Male,0.82,12.02,23.52,2.12,1.72,2.13,0.28,0.35,0.93,0.03
n2,Herbivore,Male,0.82,12.02,23.52,2.19,1.72,2.13,0.28,0.35,1.52,0.03
o2,Herbivore,Male,0.82,12.02,23.52,2.19,1.72,0.95,0.21,0.35,1.52,0.03
h2,Herbivore,Male,0.82,88.18,23.52,2.19,1.76,0.95,0.21,0.35,1.52,0.03
k2,Herbivore,Male,0.78,88.18,13.51,2.19,1.41,0.95,0.21,0.35,1.52,0.03
i2,Herbivore,Male,0.62,88.18,13.51,2.19,1.41,0.95,0.63,0.35,1.52,0.03
l6,Herbivore,Female,0.31,99.16,33.92,2.86,1.41,0.95,0.11,0.35,1.52,0.03
g2,Herbivore,Female,0.27,34.26,40.7,2.19,1.41,0.95,0.37,0.31,1.52,0.03
i2,Herbivore,Female,0.27,34.26,40.7,2.19,1.41,0.95,0.37,0.65,1.32,0.03
g2,Herbivore,Female,0.2,34.26,8.04,2.59,1.33,0.95,0.37,0.15,1.32,0.03
m6,Herbivore,Female,0.32,41.9,33.92,2.86,1.41,0.95,0.21,0.15,1.32,0.03
g2,Herbivore,Male,0.62,39.15,23.52,1.53,1.33,2.6,0.37,0.15,1.32,0.03
k6,Herbivore,Female,0.32,49.66,8.04,1.18,2.67,0.95,0.37,0.15,1.32,0.03
m2,Herbivore,Female,0.2,34.26,33.7,2.59,1.54,0.95,0.37,0.21,1.32,0.03
f2,Herbivore,Female,0.2,34.26,33.7,1.99,1.54,0.95,0.37,0.21,0.62,0.03
l2,Herbivore,Male,0.62,39.15,23.52,1.53,1.33,2.06,0.37,0.34,1.32,0.03
