Time,SumPopulation,HerbPopulation,CarnPopulation,OmniPopulation,FPS
1130,74,74,0,0,47
1131,73,73,0,0,48
1132,71,71,0,0,45
1133,72,72,0,0,46
1134,72,72,0,0,51
1135,72,72,0,0,47
1136,73,73,0,0,49
1137,72,72,0,0,48
1138,73,73,0,0,47
1139,72,72,0,0,47
1140,72,72,0,0,48
1141,72,72,0,0,49
1142,72,72,0,0,48
1143,72,72,0,0,46
1144,73,73,0,0,47
1145,73,73,0,0,46
1146,73,73,0,0,47
1147,73,73,0,0,46
1148,72,72,0,0,49
1149,71,71,0,0,38
1150,72,72,0,0,48
1151,71,71,0,0,42
1152,71,71,0,0,48
1153,71,71,0,0,49
1154,72,72,0,0,49
1155,72,72,0,0,45
1156,72,72,0,0,46
1157,72,72,0,0,47
1158,75,75,0,0,47
1159,74,74,0,0,45
1160,76,76,0,0,45
1161,77,77,0,0,43
1162,76,76,0,0,46
1163,78,78,0,0,42
1164,79,79,0,0,39
1165,78,78,0,0,42
1166,78,78,0,0,44
1167,79,79,0,0,44
1168,79,79,0,0,44
1169,80,80,0,0,44
1170,81,81,0,0,44
1171,82,82,0,0,43
1172,83,83,0,0,44
1173,83,83,0,0,43
1174,83,83,0,0,40
1175,83,83,0,0,45
1176,84,84,0,0,42
1177,84,84,0,0,43
1178,84,84,0,0,41
1179,84,84,0,0,41
1180,83,83,0,0,42
1181,84,84,0,0,41
1182,87,87,0,0,34
1183,86,86,0,0,42
1184,83,83,0,0,44
1185,83,83,0,0,42
1186,85,85,0,0,41
1187,85,85,0,0,41
1188,84,84,0,0,43
1189,83,83,0,0,43
1190,83,83,0,0,44
1191,83,83,0,0,45
1192,81,81,0,0,43
1193,80,80,0,0,40
1194,79,79,0,0,46
1195,81,81,0,0,38
1196,81,81,0,0,43
1197,83,83,0,0,40
1198,81,81,0,0,42
1199,80,80,0,0,42
1200,78,78,0,0,45
1201,78,78,0,0,44
1202,81,81,0,0,15
1203,80,80,0,0,28
1204,80,80,0,0,19
1205,80,80,0,0,36
1206,79,79,0,0,34
1207,79,79,0,0,43
1208,79,79,0,0,42
1209,81,81,0,0,36
1210,80,80,0,0,13
1211,80,80,0,0,41
1212,80,80,0,0,40
1213,82,82,0,0,39
1214,82,82,0,0,43
1215,83,83,0,0,42
1216,81,81,0,0,42
1217,81,81,0,0,43
1218,81,81,0,0,44
1219,82,82,0,0,43
1220,83,83,0,0,43
1221,82,82,0,0,44
1222,82,82,0,0,42
1223,82,82,0,0,44
1224,83,83,0,0,42
1225,83,83,0,0,40
1226,82,82,0,0,43
1227,83,83,0,0,43
1228,82,82,0,0,46
1229,80,80,0,0,43
1230,81,81,0,0,45
1231,82,82,0,0,44
1232,81,81,0,0,42
1233,82,82,0,0,44
1234,80,80,0,0,44
1235,80,80,0,0,43
1236,80,80,0,0,44
1237,81,81,0,0,39
1238,84,84,0,0,44
1239,84,84,0,0,43
1240,84,84,0,0,42
1241,83,83,0,0,41
1242,82,82,0,0,45
1243,82,82,0,0,39
1244,84,84,0,0,43
1245,84,84,0,0,41
1246,84,84,0,0,31
1247,83,83,0,0,43
1248,82,82,0,0,46
1249,83,83,0,0,40
1250,83,83,0,0,40
1251,84,84,0,0,38
1252,84,84,0,0,32
1253,85,85,0,0,44
1254,86,86,0,0,43
1255,85,85,0,0,42
1256,85,85,0,0,41
1257,82,82,0,0,45
1258,81,81,0,0,46
1259,81,81,0,0,42
1260,81,81,0,0,44
1261,81,81,0,0,43
1262,79,79,0,0,45
1263,79,79,0,0,37
1264,78,78,0,0,36
1265,78,78,0,0,37
1266,77,77,0,0,37
1267,76,76,0,0,42
1268,77,77,0,0,39
1269,77,77,0,0,37
1270,75,75,0,0,35
1271,74,74,0,0,42
1272,74,74,0,0,44
1273,73,73,0,0,45
1274,73,73,0,0,46
1275,74,74,0,0,44
1276,74,74,0,0,42
1277,73,73,0,0,40
1278,73,73,0,0,42
1279,73,73,0,0,47
1280,75,75,0,0,45
1281,73,73,0,0,48
1282,73,73,0,0,44
1283,74,74,0,0,48
1284,76,76,0,0,44
1285,76,76,0,0,45
1286,76,76,0,0,37
1287,74,74,0,0,45
1288,74,74,0,0,42
1289,76,76,0,0,44
1290,76,76,0,0,45
1291,74,74,0,0,48
1292,74,74,0,0,48
1293,74,74,0,0,37
1294,74,74,0,0,48
1295,74,74,0,0,45
1296,74,74,0,0,47
1297,75,75,0,0,38
1298,75,75,0,0,44
1299,75,75,0,0,46
1300,75,75,0,0,46
1301,73,73,0,0,47
1302,73,73,0,0,43
1303,72,72,0,0,45
1304,72,72,0,0,47
1305,72,72,0,0,49
1306,72,72,0,0,45
1307,73,73,0,0,49
1308,72,72,0,0,37
1309,71,71,0,0,46
1310,71,71,0,0,39
1311,72,72,0,0,43
1312,72,72,0,0,46
1313,72,72,0,0,40
1314,73,73,0,0,45
1315,73,73,0,0,44
1316,73,73,0,0,49
1317,74,74,0,0,44
1318,73,73,0,0,48
1319,73,73,0,0,47
1320,75,75,0,0,44
1321,75,75,0,0,42
1322,75,75,0,0,45
1323,75,75,0,0,47
1324,76,76,0,0,46
1325,76,76,0,0,45
1326,75,75,0,0,44
1327,74,74,0,0,44
1328,73,73,0,0,44
1329,73,73,0,0,46
1330,74,74,0,0,44
1331,73,73,0,0,44
1332,73,73,0,0,45
1333,73,73,0,0,47
1334,75,75,0,0,43
1335,75,75,0,0,39
1336,74,74,0,0,47
1337,74,74,0,0,44
1338,75,75,0,0,44
1339,75,75,0,0,46
1340,75,75,0,0,46
1341,75,75,0,0,39
1342,75,75,0,0,47
1343,75,75,0,0,45
1344,78,78,0,0,42
1345,78,78,0,0,44
1346,78,78,0,0,43
1347,77,77,0,0,43
1348,77,77,0,0,44
1349,77,77,0,0,44
1350,77,77,0,0,41
1351,77,77,0,0,46
1352,78,78,0,0,42
1353,80,80,0,0,43
1354,79,79,0,0,43
1355,79,79,0,0,40
1356,78,78,0,0,44
1357,78,78,0,0,42
1358,78,78,0,0,42
1359,76,76,0,0,44
1360,74,74,0,0,43
1361,74,74,0,0,46
1362,75,75,0,0,41
1363,76,76,0,0,43
1364,76,76,0,0,44
1365,76,76,0,0,41
1366,75,75,0,0,47
1367,74,74,0,0,45
1368,73,73,0,0,44
1369,76,76,0,0,44
1370,78,78,0,0,42
1371,77,77,0,0,39
1372,78,78,0,0,43
1373,78,78,0,0,44
1374,79,79,0,0,44
1375,77,77,0,0,43
1376,75,75,0,0,44
1377,76,76,0,0,42
1378,76,76,0,0,46
1379,77,77,0,0,46
1380,76,76,0,0,43
1381,77,77,0,0,45
1382,76,76,0,0,45
1383,77,77,0,0,45
1384,76,76,0,0,44
1385,76,76,0,0,46
1386,76,76,0,0,44
1387,76,76,0,0,43
1388,75,75,0,0,38
1389,76,76,0,0,43
1390,76,76,0,0,43
1391,77,77,0,0,46
1392,77,77,0,0,46
1393,77,77,0,0,43
1394,76,76,0,0,45
1395,76,76,0,0,42
1396,77,77,0,0,44
1397,76,76,0,0,43
1398,77,77,0,0,45
1399,77,77,0,0,44
1400,80,80,0,0,42
1401,81,81,0,0,42
1402,81,81,0,0,42
1403,79,79,0,0,40
1404,81,81,0,0,43
1405,81,81,0,0,37
1406,82,82,0,0,38
1407,84,84,0,0,42
1408,85,85,0,0,44
1409,85,85,0,0,42
1410,84,84,0,0,42
1411,83,83,0,0,39
1412,83,83,0,0,42
1413,83,83,0,0,39
1414,82,82,0,0,39
1415,82,82,0,0,42
1416,82,82,0,0,39
1417,82,82,0,0,41
1418,81,81,0,0,44
1419,79,79,0,0,45
1420,79,79,0,0,44
1421,78,78,0,0,41
1422,76,76,0,0,40
1423,77,77,0,0,45
1424,76,76,0,0,43
1425,76,76,0,0,37
1426,76,76,0,0,46
1427,78,78,0,0,42
1428,79,79,0,0,41
1429,79,79,0,0,42
1430,81,81,0,0,41
1431,81,81,0,0,42
1432,81,81,0,0,41
1433,81,81,0,0,41
1434,81,81,0,0,40
1435,81,81,0,0,42
1436,81,81,0,0,42
1437,82,82,0,0,42
1438,82,82,0,0,15
1439,83,83,0,0,41
1440,82,82,0,0,40
1441,83,83,0,0,44
1442,83,83,0,0,41
1443,82,82,0,0,44
1444,82,82,0,0,41
1445,81,81,0,0,42
1446,80,80,0,0,44
1447,80,80,0,0,43
1448,80,80,0,0,40
1449,81,81,0,0,37
1450,79,79,0,0,41
1451,80,80,0,0,42
1452,78,78,0,0,39
1453,80,80,0,0,42
1454,79,79,0,0,42
1455,78,78,0,0,44
1456,78,78,0,0,42
1457,79,79,0,0,43
1458,78,78,0,0,46
1459,77,77,0,0,43
1460,77,77,0,0,43
1461,79,79,0,0,44
1462,79,79,0,0,42
1463,81,81,0,0,44
1464,80,80,0,0,41
1465,79,79,0,0,40
1466,79,79,0,0,41
1467,78,78,0,0,42
1468,78,78,0,0,45
1469,78,78,0,0,38
1470,78,78,0,0,42
1471,79,79,0,0,37
1472,79,79,0,0,42
1473,80,80,0,0,43
1474,81,81,0,0,42
1475,80,80,0,0,42
1476,80,80,0,0,41
1477,82,82,0,0,41
1478,83,83,0,0,40
1479,83,83,0,0,40
1480,83,83,0,0,40
1481,82,82,0,0,39
1482,80,80,0,0,38
1483,80,80,0,0,45
1484,81,81,0,0,41
1485,80,80,0,0,44
1486,80,80,0,0,44
1487,80,80,0,0,42
1488,81,81,0,0,43
1489,83,83,0,0,42
1490,83,83,0,0,40
1491,83,83,0,0,38
1492,83,83,0,0,42
1493,82,82,0,0,40
1494,82,82,0,0,44
1495,83,83,0,0,42
1496,83,83,0,0,40
1497,84,84,0,0,42
1498,83,83,0,0,43
1499,84,84,0,0,38
1500,84,84,0,0,32
1501,83,83,0,0,41
1502,84,84,0,0,41
1503,83,83,0,0,39
1504,83,83,0,0,41
1505,84,84,0,0,42
1506,83,83,0,0,36
1507,82,82,0,0,39
1508,81,81,0,0,42
1509,82,82,0,0,40
1510,83,83,0,0,41
1511,84,84,0,0,16
1512,84,84,0,0,41
1513,83,83,0,0,41
1514,83,83,0,0,41
1515,84,84,0,0,38
1516,83,83,0,0,39
1517,83,83,0,0,40
1518,83,83,0,0,41
1519,81,81,0,0,42
1520,79,79,0,0,41
1521,79,79,0,0,40
1522,79,79,0,0,41
1523,78,78,0,0,42
1524,77,77,0,0,42
1525,77,77,0,0,41
1526,77,77,0,0,42
1527,76,76,0,0,44
1528,75,75,0,0,43
1529,76,76,0,0,40
1530,75,75,0,0,41
1531,75,75,0,0,39
1532,74,74,0,0,44
1533,74,74,0,0,45
1534,73,73,0,0,44
1535,74,74,0,0,43
1536,75,75,0,0,45
1537,75,75,0,0,43
1538,76,76,0,0,43
1539,76,76,0,0,46
1540,75,75,0,0,43
1541,76,76,0,0,17
1542,74,74,0,0,45
1543,73,73,0,0,45
1544,76,76,0,0,45
1545,77,77,0,0,43
1546,77,77,0,0,43
1547,76,76,0,0,44
1548,75,75,0,0,42
1549,75,75,0,0,44
1550,76,76,0,0,41
1551,76,76,0,0,43
1552,75,75,0,0,42
1553,74,74,0,0,43
1554,74,74,0,0,41
1555,73,73,0,0,46
1556,75,75,0,0,35
1557,75,75,0,0,44
1558,74,74,0,0,42
1559,74,74,0,0,43
1560,75,75,0,0,41
1561,75,75,0,0,44
1562,77,77,0,0,39
1563,76,76,0,0,43
1564,75,75,0,0,35
1565,75,75,0,0,42
1566,75,75,0,0,46
1567,74,74,0,0,40
1568,76,76,0,0,42
1569,77,77,0,0,31
1570,77,77,0,0,41
1571,78,78,0,0,33
1572,79,79,0,0,34
1573,79,79,0,0,36
1574,78,78,0,0,37
1575,77,77,0,0,31
1576,77,77,0,0,37
1577,78,78,0,0,36
1578,79,79,0,0,33
1579,79,79,0,0,40
1580,79,79,0,0,43
1581,78,78,0,0,44
1582,76,76,0,0,42
1583,77,77,0,0,40
1584,76,76,0,0,43
1585,75,75,0,0,45
1586,74,74,0,0,45
1587,74,74,0,0,41
1588,75,75,0,0,44
1589,75,75,0,0,43
1590,74,74,0,0,41
1591,75,75,0,0,43
1592,74,74,0,0,18
1593,74,74,0,0,44
1594,74,74,0,0,44
1595,76,76,0,0,31
1596,75,75,0,0,40
1597,74,74,0,0,43
1598,74,74,0,0,44
1599,73,73,0,0,45
1600,73,73,0,0,44
1601,71,71,0,0,43
1602,71,71,0,0,44
1603,70,70,0,0,45
1604,69,69,0,0,45
1605,70,70,0,0,44
1606,68,68,0,0,46
1607,70,70,0,0,43
1608,70,70,0,0,40
1609,69,69,0,0,46
1610,69,69,0,0,44
1611,71,71,0,0,42
1612,73,73,0,0,41
1613,73,73,0,0,44
1614,73,73,0,0,45
1615,73,73,0,0,43
1616,73,73,0,0,43
1617,74,74,0,0,43
1618,73,73,0,0,43
1619,71,71,0,0,42
1620,71,71,0,0,43
1621,71,71,0,0,46
1622,72,72,0,0,43
1623,72,72,0,0,46
1624,72,72,0,0,41
1625,72,72,0,0,39
1626,73,73,0,0,41
1627,74,74,0,0,45
1628,74,74,0,0,43
1629,74,74,0,0,38
1630,73,73,0,0,44
1631,73,73,0,0,46
1632,73,73,0,0,44
1633,72,72,0,0,42
1634,72,72,0,0,44
1635,71,71,0,0,45
1636,71,71,0,0,44
1637,70,70,0,0,38
1638,71,71,0,0,44
1639,68,68,0,0,45
1640,68,68,0,0,45
1641,68,68,0,0,44
1642,69,69,0,0,43
1643,70,70,0,0,44
1644,70,70,0,0,46
1645,70,70,0,0,44
1646,71,71,0,0,42
1647,71,71,0,0,43
1648,70,70,0,0,44
1649,70,70,0,0,45
1650,70,70,0,0,45
1651,71,71,0,0,38
1652,71,71,0,0,44
1653,71,71,0,0,44
1654,71,71,0,0,44
1655,71,71,0,0,45
1656,70,70,0,0,46
1657,71,71,0,0,45
1658,71,71,0,0,46
1659,72,72,0,0,31
1660,72,72,0,0,43
1661,73,73,0,0,42
1662,73,73,0,0,46
1663,73,73,0,0,46
1664,72,72,0,0,46
1665,73,73,0,0,44
1666,73,73,0,0,45
1667,74,74,0,0,44
1668,74,74,0,0,45
1669,75,75,0,0,35
1670,74,74,0,0,44
1671,73,73,0,0,43
1672,73,73,0,0,42
1673,73,73,0,0,15
1674,73,73,0,0,44
1675,73,73,0,0,43
1676,73,73,0,0,37
1677,75,75,0,0,45
1678,76,76,0,0,41
1679,78,78,0,0,38
1680,79,79,0,0,42
1681,80,80,0,0,34
1682,80,80,0,0,38
1683,81,81,0,0,40
1684,82,82,0,0,40
1685,83,83,0,0,37
1686,82,82,0,0,40
1687,82,82,0,0,39
1688,83,83,0,0,40
1689,83,83,0,0,37
1690,84,84,0,0,27
1691,85,85,0,0,39
1692,86,86,0,0,39
1693,86,86,0,0,40
1694,87,87,0,0,40
1695,87,87,0,0,39
1696,88,88,0,0,38
1697,87,87,0,0,39
1698,87,87,0,0,40
1699,85,85,0,0,38
1700,85,85,0,0,39
1701,85,85,0,0,38
1702,85,85,0,0,39
1703,85,85,0,0,38
1704,85,85,0,0,37
1705,85,85,0,0,40
1706,84,84,0,0,40
1707,84,84,0,0,40
1708,84,84,0,0,38
1709,82,82,0,0,36
1710,82,82,0,0,40
1711,81,81,0,0,38
1712,79,79,0,0,41
1713,79,79,0,0,37
1714,79,79,0,0,43
1715,77,77,0,0,41
1716,77,77,0,0,42
1717,78,78,0,0,43
1718,79,79,0,0,44
1719,79,79,0,0,40
1720,78,78,0,0,43
1721,77,77,0,0,41
1722,77,77,0,0,42
1723,78,78,0,0,37
1724,79,79,0,0,42
1725,79,79,0,0,41
1726,80,80,0,0,34
1727,79,79,0,0,42
1728,80,80,0,0,40
1729,80,80,0,0,42
1730,79,79,0,0,41
1731,79,79,0,0,40
1732,79,79,0,0,41
1733,79,79,0,0,37
1734,78,78,0,0,40
1735,80,80,0,0,40
1736,80,80,0,0,40
1737,77,77,0,0,41
1738,78,78,0,0,40
1739,78,78,0,0,44
1740,78,78,0,0,40
1741,77,77,0,0,42
1742,78,78,0,0,41
1743,78,78,0,0,42
1744,78,78,0,0,38
1745,78,78,0,0,42
1746,79,79,0,0,39
1747,80,80,0,0,42
1748,82,82,0,0,41
1749,82,82,0,0,42
1750,82,82,0,0,37
1751,82,82,0,0,41
1752,82,82,0,0,40
1753,81,81,0,0,36
1754,79,79,0,0,32
1755,79,79,0,0,37
1756,77,77,0,0,33
1757,77,77,0,0,41
1758,78,78,0,0,40
1759,79,79,0,0,41
1760,78,78,0,0,34
1761,79,79,0,0,41
1762,80,80,0,0,42
1763,80,80,0,0,39
1764,79,79,0,0,37
1765,81,81,0,0,40
1766,81,81,0,0,39
1767,81,81,0,0,39
1768,81,81,0,0,39
1769,81,81,0,0,36
1770,81,81,0,0,36
1771,82,82,0,0,41
1772,83,83,0,0,39
1773,83,83,0,0,39
1774,83,83,0,0,40
1775,81,81,0,0,42
1776,82,82,0,0,41
1777,81,81,0,0,36
1778,80,80,0,0,34
1779,79,79,0,0,41
1780,78,78,0,0,40
1781,77,77,0,0,40
1782,78,78,0,0,41
1783,79,79,0,0,40
1784,79,79,0,0,40
1785,78,78,0,0,39
1786,79,79,0,0,40
1787,78,78,0,0,34
1788,78,78,0,0,43
1789,78,78,0,0,40
1790,78,78,0,0,43
1791,78,78,0,0,42
1792,77,77,0,0,40
1793,78,78,0,0,42
1794,80,80,0,0,40
1795,79,79,0,0,42
1796,76,76,0,0,39
1797,77,77,0,0,41
1798,76,76,0,0,44
1799,76,76,0,0,41
1800,77,77,0,0,42
1801,76,76,0,0,39
1802,76,76,0,0,43
1803,78,78,0,0,38
1804,78,78,0,0,41
1805,80,80,0,0,41
1806,80,80,0,0,40
1807,81,81,0,0,40
1808,82,82,0,0,41
1809,81,81,0,0,39
1810,81,81,0,0,39
1811,82,82,0,0,33
1812,82,82,0,0,41
1813,82,82,0,0,37
1814,83,83,0,0,41
1815,84,84,0,0,39
1816,84,84,0,0,39
1817,84,84,0,0,40
1818,86,86,0,0,33
1819,87,87,0,0,36
1820,87,87,0,0,39
1821,87,87,0,0,37
1822,85,85,0,0,37
1823,86,86,0,0,39
1824,86,86,0,0,37
1825,86,86,0,0,36
1826,84,84,0,0,38
1827,83,83,0,0,40
1828,85,85,0,0,38
1829,85,85,0,0,32
1830,86,86,0,0,39
1831,86,86,0,0,39
1832,87,87,0,0,38
1833,87,87,0,0,38
1834,87,87,0,0,38
1835,88,88,0,0,37
1836,88,88,0,0,40
1837,88,88,0,0,39
1838,88,88,0,0,37
1839,89,89,0,0,37
1840,89,89,0,0,37
1841,88,88,0,0,36
1842,88,88,0,0,37
1843,90,90,0,0,37
1844,92,92,0,0,33
1845,91,91,0,0,39
1846,90,90,0,0,32
1847,91,91,0,0,35
1848,91,91,0,0,28
1849,91,91,0,0,34
1850,91,91,0,0,36
1851,92,92,0,0,33
1852,92,92,0,0,38
1853,92,92,0,0,35
1854,91,91,0,0,38
1855,91,91,0,0,38
1856,91,91,0,0,35
1857,90,90,0,0,36
1858,89,89,0,0,36
1859,88,88,0,0,37
1860,89,89,0,0,37
1861,88,88,0,0,34
1862,87,87,0,0,37
1863,86,86,0,0,35
1864,86,86,0,0,37
1865,86,86,0,0,33
1866,87,87,0,0,36
1867,87,87,0,0,38
1868,88,88,0,0,34
1869,88,88,0,0,38
1870,88,88,0,0,39
1871,88,88,0,0,39
1872,88,88,0,0,34
1873,87,87,0,0,28
1874,87,87,0,0,37
1875,88,88,0,0,36
1876,88,88,0,0,35
1877,88,88,0,0,40
1878,89,89,0,0,37
1879,87,87,0,0,34
1880,86,86,0,0,32
1881,86,86,0,0,32
1882,84,84,0,0,25
1883,84,84,0,0,32
1884,83,83,0,0,35
1885,83,83,0,0,33
1886,82,82,0,0,40
1887,83,83,0,0,39
1888,82,82,0,0,39
1889,81,81,0,0,38
1890,82,82,0,0,42
1891,82,82,0,0,40
1892,84,84,0,0,38
1893,84,84,0,0,40
1894,85,85,0,0,39
1895,83,83,0,0,36
1896,84,84,0,0,37
1897,84,84,0,0,38
1898,83,83,0,0,40
1899,83,83,0,0,39
1900,84,84,0,0,40
1901,84,84,0,0,37
1902,84,84,0,0,38
1903,83,83,0,0,38
1904,83,83,0,0,38
1905,83,83,0,0,39
1906,83,83,0,0,40
1907,81,81,0,0,40
1908,81,81,0,0,41
1909,79,79,0,0,38
1910,79,79,0,0,41
1911,80,80,0,0,39
1912,79,79,0,0,40
1913,81,81,0,0,38
1914,80,80,0,0,38
1915,81,81,0,0,31
1916,81,81,0,0,39
1917,81,81,0,0,41
1918,80,80,0,0,40
1919,77,77,0,0,41
1920,78,78,0,0,41
1921,78,78,0,0,41
1922,78,78,0,0,40
1923,76,76,0,0,42
1924,77,77,0,0,40
1925,76,76,0,0,41
1926,77,77,0,0,25
1927,78,78,0,0,38
1928,78,78,0,0,41
1929,78,78,0,0,40
1930,77,77,0,0,40
1931,78,78,0,0,19
1932,79,79,0,0,42
1933,79,79,0,0,40
1934,79,79,0,0,39
1935,78,78,0,0,37
1936,79,79,0,0,36
1937,79,79,0,0,36
1938,79,79,0,0,40
1939,79,79,0,0,39
1940,80,80,0,0,40
1941,81,81,0,0,40
1942,82,82,0,0,40
1943,82,82,0,0,41
1944,82,82,0,0,38
1945,83,83,0,0,39
1946,84,84,0,0,34
1947,84,84,0,0,40
1948,84,84,0,0,34
1949,83,83,0,0,37
1950,82,82,0,0,37
1951,82,82,0,0,35
1952,83,83,0,0,36
1953,83,83,0,0,36
1954,82,82,0,0,38
1955,83,83,0,0,32
1956,83,83,0,0,39
1957,83,83,0,0,37
1958,84,84,0,0,37
1959,84,84,0,0,38
1960,83,83,0,0,39
1961,80,80,0,0,23
1962,79,79,0,0,40
1963,80,80,0,0,41
1964,79,79,0,0,40
1965,77,77,0,0,34
1966,77,77,0,0,42
1967,77,77,0,0,39
1968,77,77,0,0,41
1969,77,77,0,0,40
1970,76,76,0,0,40
1971,76,76,0,0,39
1972,78,78,0,0,39
1973,82,82,0,0,39
1974,81,81,0,0,40
1975,80,80,0,0,39
1976,81,81,0,0,37
1977,81,81,0,0,38
1978,80,80,0,0,40
1979,81,81,0,0,32
1980,81,81,0,0,37
1981,80,80,0,0,35
1982,80,80,0,0,38
1983,81,81,0,0,40
1984,81,81,0,0,37
1985,81,81,0,0,38
1986,81,81,0,0,40
1987,81,81,0,0,38
1988,80,80,0,0,39
1989,79,79,0,0,40
1990,81,81,0,0,39
1991,81,81,0,0,38
1992,79,79,0,0,38
1993,79,79,0,0,41
1994,78,78,0,0,38
1995,78,78,0,0,40
1996,76,76,0,0,41
1997,77,77,0,0,40
1998,76,76,0,0,38
1999,77,77,0,0,39
2000,79,79,0,0,38
2001,81,81,0,0,39
2002,81,81,0,0,39
2003,82,82,0,0,39
2004,82,82,0,0,39
2005,82,82,0,0,37
2006,81,81,0,0,39
2007,81,81,0,0,40
2008,82,82,0,0,34
2009,81,81,0,0,37
2010,80,80,0,0,37
2011,78,78,0,0,37
2012,78,78,0,0,40
2013,77,77,0,0,40
2014,77,77,0,0,38
2015,78,78,0,0,39
2016,78,78,0,0,39
2017,75,75,0,0,38
2018,75,75,0,0,41
2019,77,77,0,0,39
2020,77,77,0,0,37
2021,78,78,0,0,38
2022,79,79,0,0,37
2023,79,79,0,0,40
2024,78,78,0,0,38
2025,78,78,0,0,40
2026,76,76,0,0,40
2027,76,76,0,0,41
2028,78,78,0,0,40
2029,80,80,0,0,40
2030,80,80,0,0,39
2031,80,80,0,0,33
2032,82,82,0,0,35
2033,81,81,0,0,41
2034,82,82,0,0,38
2035,82,82,0,0,36
2036,81,81,0,0,39
2037,81,81,0,0,36
2038,82,82,0,0,37
2039,82,82,0,0,38
2040,82,82,0,0,39
2041,81,81,0,0,37
2042,81,81,0,0,39
2043,81,81,0,0,35
2044,82,82,0,0,39
2045,83,83,0,0,38
2046,83,83,0,0,34
2047,81,81,0,0,39
2048,81,81,0,0,38
2049,82,82,0,0,37
2050,81,81,0,0,33
2051,81,81,0,0,41
2052,80,80,0,0,38
2053,79,79,0,0,36
2054,78,78,0,0,39
2055,77,77,0,0,38
2056,79,79,0,0,40
2057,80,80,0,0,41
2058,80,80,0,0,40
2059,80,80,0,0,37
2060,80,80,0,0,26
2061,82,82,0,0,39
2062,81,81,0,0,38
2063,80,80,0,0,39
2064,83,83,0,0,37
2065,83,83,0,0,34
2066,83,83,0,0,37
2067,83,83,0,0,39
2068,83,83,0,0,39
2069,83,83,0,0,36
2070,82,82,0,0,39
2071,84,84,0,0,37
2072,84,84,0,0,36
2073,81,81,0,0,37
2074,81,81,0,0,36
2075,82,82,0,0,36
2076,82,82,0,0,34
2077,82,82,0,0,39
2078,83,83,0,0,38
2079,84,84,0,0,38
2080,85,85,0,0,36
2081,86,86,0,0,38
2082,87,87,0,0,37
2083,86,86,0,0,37
2084,87,87,0,0,37
2085,88,88,0,0,38
2086,88,88,0,0,37
2087,88,88,0,0,36
2088,88,88,0,0,36
2089,87,87,0,0,37
2090,88,88,0,0,33
2091,87,87,0,0,37
2092,88,88,0,0,34
2093,87,87,0,0,36
2094,87,87,0,0,36
2095,87,87,0,0,36
2096,88,88,0,0,37
2097,89,89,0,0,37
2098,89,89,0,0,36
2099,91,91,0,0,34
2100,92,92,0,0,34
2101,94,94,0,0,37
2102,95,95,0,0,34
2103,95,95,0,0,29
2104,96,96,0,0,35
2105,98,98,0,0,31
2106,100,100,0,0,34
2107,100,100,0,0,30
2108,100,100,0,0,34
2109,99,99,0,0,34
2110,100,100,0,0,34
2111,100,100,0,0,32
2112,99,99,0,0,32
2113,99,99,0,0,32
2114,99,99,0,0,33
2115,101,101,0,0,34
2116,99,99,0,0,35
2117,98,98,0,0,34
2118,97,97,0,0,30
2119,98,98,0,0,35
2120,98,98,0,0,34
2121,98,98,0,0,33
2122,98,98,0,0,34
2123,96,96,0,0,35
2124,95,95,0,0,35
2125,95,95,0,0,34
2126,95,95,0,0,34
2127,91,91,0,0,35
2128,90,90,0,0,35
2129,89,89,0,0,35
2130,88,88,0,0,34
2131,86,86,0,0,37
2132,86,86,0,0,37
2133,87,87,0,0,36
2134,88,88,0,0,34
2135,88,88,0,0,37
2136,87,87,0,0,33
2137,85,85,0,0,39
2138,85,85,0,0,34
2139,85,85,0,0,35
2140,86,86,0,0,32
2141,86,86,0,0,36
2142,86,86,0,0,38
2143,86,86,0,0,37
2144,86,86,0,0,37
2145,86,86,0,0,37
2146,88,88,0,0,37
2147,89,89,0,0,36
2148,89,89,0,0,37
2149,92,92,0,0,35
2150,92,92,0,0,33
2151,93,93,0,0,36
2152,96,96,0,0,33
2153,96,96,0,0,35
2154,94,94,0,0,31
2155,94,94,0,0,35
2156,92,92,0,0,34
2157,91,91,0,0,36
2158,91,91,0,0,36
2159,89,89,0,0,36
2160,88,88,0,0,37
2161,87,87,0,0,36
2162,87,87,0,0,34
2163,86,86,0,0,36
2164,86,86,0,0,33
2165,85,85,0,0,36
2166,83,83,0,0,30
2167,83,83,0,0,34
2168,84,84,0,0,36
2169,86,86,0,0,35
2170,85,85,0,0,37
2171,86,86,0,0,38
2172,86,86,0,0,37
2173,84,84,0,0,34
2174,84,84,0,0,38
2175,85,85,0,0,36
2176,85,85,0,0,36
2177,85,85,0,0,37
2178,85,85,0,0,36
2179,85,85,0,0,36
2180,85,85,0,0,33
2181,82,82,0,0,37
2182,82,82,0,0,37
2183,82,82,0,0,37
2184,80,80,0,0,36
2185,79,79,0,0,33
2186,78,78,0,0,34
2187,76,76,0,0,33
2188,75,75,0,0,32
2189,74,74,0,0,34
2190,75,75,0,0,33
2191,74,74,0,0,35
2192,74,74,0,0,35
2193,75,75,0,0,32
2194,75,75,0,0,38
2195,77,77,0,0,37
2196,75,75,0,0,36
2197,75,75,0,0,39
2198,75,75,0,0,36
2199,76,76,0,0,35
2200,74,74,0,0,40
2201,75,75,0,0,41
2202,74,74,0,0,37
2203,73,73,0,0,33
