Time,SumPopulation,HerbPopulation,CarnPopulation,OmniPopulation,FPS
2204,71,71,0,0,33
2205,70,70,0,0,41
2206,69,69,0,0,43
2207,69,69,0,0,39
2208,69,69,0,0,41
2209,69,69,0,0,39
2210,68,68,0,0,41
2211,68,68,0,0,41
2212,67,67,0,0,43
2213,67,67,0,0,40
2214,69,69,0,0,42
2215,69,69,0,0,39
2216,68,68,0,0,41
2217,69,69,0,0,42
2218,68,68,0,0,43
2219,67,67,0,0,41
2220,69,69,0,0,40
2221,69,69,0,0,41
2222,69,69,0,0,37
2223,72,72,0,0,40
2224,73,73,0,0,35
2225,74,74,0,0,39
2226,73,73,0,0,39
2227,72,72,0,0,38
2228,72,72,0,0,38
2229,72,72,0,0,41
2230,72,72,0,0,39
2231,70,70,0,0,41
2232,69,69,0,0,41
2233,70,70,0,0,40
2234,72,72,0,0,41
2235,70,70,0,0,37
2236,71,71,0,0,36
2237,72,72,0,0,37
2238,73,73,0,0,39
2239,72,72,0,0,39
2240,71,71,0,0,39
2241,70,70,0,0,41
2242,70,70,0,0,41
2243,71,71,0,0,42
2244,71,71,0,0,41
2245,72,72,0,0,37
2246,72,72,0,0,41
2247,71,71,0,0,39
2248,71,71,0,0,41
2249,72,72,0,0,39
2250,72,72,0,0,40
2251,70,70,0,0,36
2252,69,69,0,0,25
2253,69,69,0,0,37
2254,69,69,0,0,40
2255,69,69,0,0,40
2256,69,69,0,0,41
2257,69,69,0,0,41
2258,69,69,0,0,41
2259,70,70,0,0,41
2260,71,71,0,0,40
2261,71,71,0,0,40
2262,71,71,0,0,40
2263,71,71,0,0,42
2264,71,71,0,0,41
2265,71,71,0,0,39
2266,71,71,0,0,40
2267,72,72,0,0,36
2268,72,72,0,0,36
2269,72,72,0,0,35
2270,73,73,0,0,38
2271,72,72,0,0,41
2272,72,72,0,0,39
2273,71,71,0,0,42
2274,71,71,0,0,39
2275,72,72,0,0,38
2276,72,72,0,0,39
2277,72,72,0,0,41
2278,72,72,0,0,36
2279,71,71,0,0,40
2280,70,70,0,0,42
2281,70,70,0,0,40
2282,69,69,0,0,42
2283,68,68,0,0,42
2284,68,68,0,0,42
2285,68,68,0,0,36
2286,68,68,0,0,41
2287,69,69,0,0,43
2288,69,69,0,0,41
2289,69,69,0,0,41
2290,70,70,0,0,41
2291,69,69,0,0,42
2292,72,72,0,0,37
2293,72,72,0,0,39
2294,70,70,0,0,39
2295,70,70,0,0,38
2296,70,70,0,0,40
2297,71,71,0,0,39
2298,71,71,0,0,40
2299,72,72,0,0,38
2300,72,72,0,0,41
2301,73,73,0,0,35
2302,73,73,0,0,39
2303,74,74,0,0,39
2304,75,75,0,0,41
2305,76,76,0,0,38
2306,76,76,0,0,36
2307,77,77,0,0,39
2308,78,78,0,0,39
2309,78,78,0,0,38
2310,78,78,0,0,40
2311,79,79,0,0,36
2312,78,78,0,0,38
2313,79,79,0,0,38
2314,80,80,0,0,38
2315,80,80,0,0,38
2316,80,80,0,0,36
2317,80,80,0,0,37
2318,80,80,0,0,37
2319,79,79,0,0,37
2320,79,79,0,0,34
2321,79,79,0,0,39
2322,80,80,0,0,39
2323,80,80,0,0,35
2324,79,79,0,0,34
2325,79,79,0,0,38
2326,81,81,0,0,37
2327,81,81,0,0,37
2328,82,82,0,0,35
2329,82,82,0,0,15
2330,83,83,0,0,36
2331,83,83,0,0,36
2332,82,82,0,0,34
2333,83,83,0,0,36
2334,83,83,0,0,36
2335,85,85,0,0,36
2336,85,85,0,0,33
2337,84,84,0,0,36
2338,84,84,0,0,37
2339,84,84,0,0,34
2340,84,84,0,0,35
2341,83,83,0,0,35
2342,84,84,0,0,35
2343,85,85,0,0,34
2344,83,83,0,0,37
2345,86,86,0,0,31
2346,86,86,0,0,34
2347,88,88,0,0,29
2348,90,90,0,0,35
2349,92,92,0,0,29
2350,91,91,0,0,34
2351,92,92,0,0,35
2352,90,90,0,0,33
2353,91,91,0,0,36
2354,91,91,0,0,35
2355,91,91,0,0,35
2356,91,91,0,0,34
2357,92,92,0,0,31
2358,93,93,0,0,34
2359,94,94,0,0,34
2360,94,94,0,0,33
2361,95,95,0,0,33
2362,94,94,0,0,32
2363,93,93,0,0,33
2364,93,93,0,0,35
2365,93,93,0,0,33
2366,93,93,0,0,34
2367,93,93,0,0,31
2368,92,92,0,0,34
2369,93,93,0,0,35
2370,93,93,0,0,35
2371,93,93,0,0,34
2372,93,93,0,0,34
2373,94,94,0,0,32
2374,94,94,0,0,33
2375,97,97,0,0,33
2376,96,96,0,0,32
2377,95,95,0,0,35
2378,95,95,0,0,35
2379,92,92,0,0,33
2380,91,91,0,0,35
2381,90,90,0,0,34
2382,88,88,0,0,36
2383,88,88,0,0,35
2384,88,88,0,0,36
2385,86,86,0,0,34
2386,86,86,0,0,36
2387,85,85,0,0,36
2388,85,85,0,0,33
2389,84,84,0,0,36
2390,86,86,0,0,32
2391,85,85,0,0,35
2392,84,84,0,0,36
2393,83,83,0,0,35
2394,82,82,0,0,36
2395,82,82,0,0,35
2396,82,82,0,0,36
2397,83,83,0,0,35
2398,83,83,0,0,33
2399,80,80,0,0,33
2400,80,80,0,0,28
2401,80,80,0,0,37
2402,80,80,0,0,38
2403,82,82,0,0,35
2404,83,83,0,0,33
2405,85,85,0,0,35
2406,84,84,0,0,31
2407,87,87,0,0,34
2408,89,89,0,0,35
2409,90,90,0,0,35
2410,91,91,0,0,31
2411,93,93,0,0,34
2412,94,94,0,0,33
2413,94,94,0,0,36
2414,95,95,0,0,33
2415,96,96,0,0,34
2416,95,95,0,0,33
2417,97,97,0,0,30
2418,97,97,0,0,31
2419,97,97,0,0,34
2420,97,97,0,0,33
2421,96,96,0,0,24
2422,96,96,0,0,29
2423,96,96,0,0,33
2424,96,96,0,0,32
2425,98,98,0,0,30
2426,97,97,0,0,33
2427,97,97,0,0,31
2428,98,98,0,0,32
2429,96,96,0,0,34
2430,95,95,0,0,34
2431,94,94,0,0,35
2432,92,92,0,0,32
2433,93,93,0,0,29
2434,93,93,0,0,32
2435,92,92,0,0,34
2436,91,91,0,0,33
2437,90,90,0,0,33
2438,91,91,0,0,34
2439,91,91,0,0,34
2440,92,92,0,0,32
2441,91,91,0,0,34
2442,90,90,0,0,34
2443,91,91,0,0,34
2444,91,91,0,0,17
2445,92,92,0,0,34
2446,93,93,0,0,33
2447,94,94,0,0,33
2448,97,97,0,0,32
2449,97,97,0,0,33
2450,96,96,0,0,31
2451,99,99,0,0,28
2452,99,99,0,0,34
2453,99,99,0,0,33
2454,100,100,0,0,33
2455,99,99,0,0,29
2456,96,96,0,0,32
2457,96,96,0,0,32
2458,94,94,0,0,32
2459,95,95,0,0,34
2460,95,95,0,0,30
2461,96,96,0,0,31
2462,97,97,0,0,32
2463,97,97,0,0,32
2464,96,96,0,0,26
2465,97,97,0,0,33
2466,97,97,0,0,32
2467,97,97,0,0,32
2468,96,96,0,0,33
2469,96,96,0,0,32
2470,95,95,0,0,32
2471,95,95,0,0,10
2472,94,94,0,0,31
2473,93,93,0,0,35
2474,93,93,0,0,34
2475,92,92,0,0,31
2476,92,92,0,0,33
2477,92,92,0,0,33
2478,90,90,0,0,35
2479,92,92,0,0,33
2480,94,94,0,0,17
2481,95,95,0,0,32
2482,95,95,0,0,32
2483,96,96,0,0,29
2484,100,100,0,0,27
2485,102,102,0,0,28
2486,103,103,0,0,31
2487,104,104,0,0,25
2488,104,104,0,0,33
2489,104,104,0,0,34
2490,105,105,0,0,30
2491,106,106,0,0,25
2492,108,108,0,0,29
2493,110,110,0,0,28
2494,111,111,0,0,27
2495,111,111,0,0,22
2496,112,112,0,0,27
2497,113,113,0,0,24
2498,113,113,0,0,26
2499,112,112,0,0,24
2500,112,112,0,0,27
2501,114,114,0,0,26
2502,112,112,0,0,26
2503,113,113,0,0,29
2504,112,112,0,0,17
2505,112,112,0,0,28
2506,112,112,0,0,29
2507,112,112,0,0,29
2508,112,112,0,0,21
2509,110,110,0,0,29
2510,111,111,0,0,29
2511,112,112,0,0,27
2512,112,112,0,0,28
2513,112,112,0,0,29
2514,112,112,0,0,28
2515,112,112,0,0,27
2516,110,110,0,0,24
2517,113,113,0,0,28
2518,115,115,0,0,28
2519,117,117,0,0,29
2520,118,118,0,0,29
2521,118,118,0,0,19
2522,119,119,0,0,29
2523,118,118,0,0,28
2524,117,117,0,0,27
2525,114,114,0,0,24
2526,114,114,0,0,27
2527,117,117,0,0,29
2528,115,115,0,0,28
2529,116,116,0,0,27
2530,117,117,0,0,29
2531,117,117,0,0,27
2532,117,117,0,0,27
2533,117,117,0,0,26
2534,117,117,0,0,29
2535,116,116,0,0,29
2536,116,116,0,0,12
2537,114,114,0,0,28
2538,114,114,0,0,27
2539,116,116,0,0,28
2540,116,116,0,0,28
2541,117,117,0,0,25
2542,116,116,0,0,26
2543,118,118,0,0,26
2544,120,120,0,0,28
2545,121,121,0,0,25
2546,121,121,0,0,28
2547,122,122,0,0,28
2548,121,121,0,0,27
2549,124,124,0,0,26
2550,122,122,0,0,24
2551,123,123,0,0,27
2552,124,124,0,0,26
2553,126,126,0,0,27
2554,126,126,0,0,27
2555,124,124,0,0,28
2556,124,124,0,0,28
2557,122,122,0,0,28
2558,122,122,0,0,27
2559,122,122,0,0,26
2560,125,125,0,0,25
2561,127,127,0,0,26
2562,126,126,0,0,26
2563,128,128,0,0,25
2564,129,129,0,0,25
2565,128,128,0,0,25
2566,126,126,0,0,29
2567,128,128,0,0,25
2568,127,127,0,0,27
2569,129,129,0,0,25
2570,130,130,0,0,25
2571,131,131,0,0,25
2572,132,132,0,0,26
2573,132,132,0,0,26
2574,131,131,0,0,26
2575,129,129,0,0,24
2576,128,128,0,0,25
2577,128,128,0,0,26
2578,129,129,0,0,24
2579,130,130,0,0,26
2580,129,129,0,0,26
2581,128,128,0,0,14
2582,127,127,0,0,26
2583,126,126,0,0,26
2584,126,126,0,0,25
2585,127,127,0,0,27
2586,126,126,0,0,26
2587,126,126,0,0,27
2588,126,126,0,0,27
2589,127,127,0,0,25
2590,126,126,0,0,27
2591,128,128,0,0,26
2592,127,127,0,0,26
2593,128,128,0,0,27
2594,127,127,0,0,28
2595,131,131,0,0,26
2596,133,133,0,0,26
2597,134,134,0,0,26
2598,134,134,0,0,24
2599,135,135,0,0,24
2600,133,133,0,0,26
2601,131,131,0,0,23
2602,131,131,0,0,26
2603,130,130,0,0,26
2604,130,130,0,0,25
2605,132,132,0,0,26
2606,131,131,0,0,26
2607,131,131,0,0,27
2608,132,132,0,0,26
2609,130,130,0,0,26
2610,130,130,0,0,26
2611,128,128,0,0,24
2612,128,128,0,0,27
2613,128,128,0,0,26
2614,126,126,0,0,23
2615,124,124,0,0,25
2616,122,122,0,0,25
2617,123,123,0,0,28
2618,120,120,0,0,29
2619,119,119,0,0,28
2620,116,116,0,0,25
2621,115,115,0,0,29
2622,114,114,0,0,28
2623,113,113,0,0,28
2624,115,115,0,0,28
2625,116,116,0,0,27
2626,117,117,0,0,28
2627,117,117,0,0,26
2628,118,118,0,0,27
2629,118,118,0,0,27
2630,117,117,0,0,27
2631,117,117,0,0,16
2632,115,115,0,0,27
2633,114,114,0,0,27
2634,114,114,0,0,25
2635,114,114,0,0,28
2636,112,112,0,0,28
2637,113,113,0,0,28
2638,112,112,0,0,29
2639,113,113,0,0,25
2640,111,111,0,0,29
2641,110,110,0,0,29
2642,110,110,0,0,29
2643,110,110,0,0,27
2644,111,111,0,0,28
2645,109,109,0,0,30
2646,108,108,0,0,29
2647,108,108,0,0,28
2648,108,108,0,0,29
2649,109,109,0,0,29
2650,108,108,0,0,29
2651,110,110,0,0,29
2652,108,108,0,0,29
2653,109,109,0,0,29
2654,110,110,0,0,27
2655,112,112,0,0,28
2656,112,112,0,0,27
2657,113,113,0,0,17
2658,114,114,0,0,29
2659,113,113,0,0,31
2660,113,113,0,0,29
2661,114,114,0,0,31
2662,115,115,0,0,32
2663,116,116,0,0,31
2664,116,116,0,0,33
2665,116,116,0,0,30
2666,120,120,0,0,30
2667,119,119,0,0,30
2668,121,121,0,0,28
2669,121,121,0,0,31
2670,122,122,0,0,29
2671,125,125,0,0,29
2672,127,127,0,0,27
2673,127,127,0,0,30
2674,128,128,0,0,28
2675,128,128,0,0,30
2676,128,128,0,0,29
2677,127,127,0,0,30
2678,128,128,0,0,27
2679,128,128,0,0,29
2680,128,128,0,0,29
2681,128,128,0,0,30
2682,127,127,0,0,29
2683,129,129,0,0,28
2684,130,130,0,0,29
2685,132,132,0,0,27
2686,131,131,0,0,29
2687,131,131,0,0,29
2688,132,132,0,0,28
2689,132,132,0,0,14
2690,134,134,0,0,27
2691,132,132,0,0,29
2692,130,130,0,0,28
2693,130,130,0,0,29
2694,127,127,0,0,29
2695,126,126,0,0,30
2696,126,126,0,0,29
2697,126,126,0,0,30
2698,124,124,0,0,29
2699,123,123,0,0,29
2700,124,124,0,0,29
2701,125,125,0,0,31
2702,126,126,0,0,29
2703,123,123,0,0,27
2704,123,123,0,0,31
2705,122,122,0,0,31
2706,120,120,0,0,30
2707,120,120,0,0,29
2708,120,120,0,0,31
2709,121,121,0,0,30
2710,125,125,0,0,27
2711,125,125,0,0,30
2712,124,124,0,0,30
2713,123,123,0,0,28
2714,122,122,0,0,28
2715,120,120,0,0,30
2716,119,119,0,0,30
2717,114,114,0,0,32
2718,114,114,0,0,31
2719,114,114,0,0,32
2720,111,111,0,0,30
2721,110,110,0,0,30
2722,111,111,0,0,31
2723,112,112,0,0,29
2724,111,111,0,0,31
2725,110,110,0,0,32
2726,110,110,0,0,28
2727,108,108,0,0,33
2728,109,109,0,0,32
2729,109,109,0,0,33
2730,107,107,0,0,31
2731,107,107,0,0,30
2732,106,106,0,0,32
2733,106,106,0,0,32
2734,106,106,0,0,31
2735,105,105,0,0,24
2736,105,105,0,0,33
2737,103,103,0,0,33
2738,102,102,0,0,34
2739,101,101,0,0,29
2740,100,100,0,0,34
2741,101,101,0,0,33
2742,102,102,0,0,34
2743,102,102,0,0,33
2744,104,104,0,0,33
2745,105,105,0,0,33
2746,103,103,0,0,33
2747,104,104,0,0,33
2748,106,106,0,0,33
2749,106,106,0,0,32
2750,107,107,0,0,33
2751,108,108,0,0,32
2752,108,108,0,0,33
2753,106,106,0,0,33
2754,106,106,0,0,33
2755,107,107,0,0,32
2756,106,106,0,0,32
2757,107,107,0,0,33
2758,106,106,0,0,31
2759,105,105,0,0,33
2760,105,105,0,0,33
2761,106,106,0,0,33
2762,106,106,0,0,31
2763,108,108,0,0,13
2764,106,106,0,0,32
2765,103,103,0,0,32
2766,103,103,0,0,30
2767,103,103,0,0,30
2768,107,107,0,0,31
2769,111,111,0,0,27
2770,110,110,0,0,30
2771,110,110,0,0,32
2772,110,110,0,0,31
2773,110,110,0,0,32
2774,112,112,0,0,26
2775,111,111,0,0,31
2776,112,112,0,0,31
2777,112,112,0,0,32
2778,112,112,0,0,31
2779,109,109,0,0,31
2780,109,109,0,0,32
2781,108,108,0,0,29
2782,106,106,0,0,32
2783,107,107,0,0,31
2784,105,105,0,0,32
2785,104,104,0,0,32
2786,103,103,0,0,32
2787,102,102,0,0,31
2788,102,102,0,0,32
2789,102,102,0,0,34
2790,102,102,0,0,33
2791,103,103,0,0,32
2792,101,101,0,0,32
2793,98,98,0,0,34
2794,97,97,0,0,34
2795,96,96,0,0,33
2796,96,96,0,0,33
2797,96,96,0,0,31
2798,96,96,0,0,33
2799,97,97,0,0,33
2800,97,97,0,0,29
2801,97,97,0,0,33
2802,99,99,0,0,32
2803,98,98,0,0,28
2804,98,98,0,0,31
2805,98,98,0,0,28
2806,98,98,0,0,27
2807,97,97,0,0,29
2808,98,98,0,0,30
2809,98,98,0,0,29
2810,98,98,0,0,33
2811,96,96,0,0,19
2812,98,98,0,0,33
2813,97,97,0,0,32
2814,97,97,0,0,32
2815,98,98,0,0,34
2816,96,96,0,0,33
2817,95,95,0,0,33
2818,95,95,0,0,32
2819,97,97,0,0,34
2820,96,96,0,0,33
2821,98,98,0,0,34
2822,97,97,0,0,33
2823,96,96,0,0,34
2824,98,98,0,0,34
2825,96,96,0,0,33
2826,95,95,0,0,34
2827,96,96,0,0,34
2828,97,97,0,0,33
2829,97,97,0,0,33
2830,99,99,0,0,34
2831,99,99,0,0,30
2832,99,99,0,0,33
2833,100,100,0,0,27
2834,100,100,0,0,33
2835,101,101,0,0,33
2836,102,102,0,0,33
2837,102,102,0,0,33
2838,100,100,0,0,32
2839,104,104,0,0,33
2840,104,104,0,0,32
2841,103,103,0,0,33
2842,105,105,0,0,31
2843,105,105,0,0,32
2844,106,106,0,0,32
2845,105,105,0,0,33
2846,104,104,0,0,32
2847,103,103,0,0,32
2848,103,103,0,0,33
2849,102,102,0,0,33
2850,102,102,0,0,33
2851,102,102,0,0,30
2852,103,103,0,0,33
2853,103,103,0,0,33
2854,103,103,0,0,32
2855,103,103,0,0,33
2856,103,103,0,0,32
2857,102,102,0,0,31
2858,100,100,0,0,32
2859,100,100,0,0,34
2860,99,99,0,0,33
2861,100,100,0,0,31
2862,101,101,0,0,32
2863,100,100,0,0,32
2864,100,100,0,0,29
2865,102,102,0,0,33
2866,101,101,0,0,31
2867,100,100,0,0,33
2868,100,100,0,0,32
2869,98,98,0,0,32
2870,103,103,0,0,32
2871,103,103,0,0,32
2872,103,103,0,0,32
2873,105,105,0,0,31
2874,105,105,0,0,32
2875,105,105,0,0,32
2876,105,105,0,0,32
2877,107,107,0,0,32
2878,107,107,0,0,32
2879,106,106,0,0,32
2880,105,105,0,0,31
2881,103,103,0,0,33
2882,104,104,0,0,32
2883,103,103,0,0,32
2884,100,100,0,0,33
2885,99,99,0,0,32
2886,98,98,0,0,34
2887,98,98,0,0,34
2888,99,99,0,0,33
2889,98,98,0,0,33
2890,97,97,0,0,33
2891,95,95,0,0,32
2892,95,95,0,0,33
2893,95,95,0,0,33
2894,97,97,0,0,33
2895,98,98,0,0,33
2896,99,99,0,0,33
2897,97,97,0,0,29
2898,97,97,0,0,14
2899,98,98,0,0,32
2900,100,100,0,0,30
2901,100,100,0,0,29
2902,100,100,0,0,30
2903,99,99,0,0,33
2904,99,99,0,0,34
2905,101,101,0,0,32
2906,100,100,0,0,32
2907,99,99,0,0,32
2908,100,100,0,0,32
2909,99,99,0,0,31
2910,98,98,0,0,32
2911,96,96,0,0,32
2912,96,96,0,0,30
2913,94,94,0,0,33
2914,93,93,0,0,33
2915,92,92,0,0,33
2916,93,93,0,0,34
2917,94,94,0,0,33
2918,92,92,0,0,35
2919,90,90,0,0,33
2920,89,89,0,0,35
2921,90,90,0,0,34
2922,89,89,0,0,35
2923,89,89,0,0,34
2924,88,88,0,0,34
2925,84,84,0,0,35
2926,84,84,0,0,34
2927,83,83,0,0,25
2928,84,84,0,0,34
2929,86,86,0,0,36
2930,87,87,0,0,34
2931,86,86,0,0,36
2932,85,85,0,0,36
2933,82,82,0,0,36
2934,83,83,0,0,34
2935,83,83,0,0,34
2936,85,85,0,0,34
2937,85,85,0,0,36
2938,86,86,0,0,15
2939,87,87,0,0,35
2940,87,87,0,0,35
2941,87,87,0,0,35
2942,88,88,0,0,34
2943,86,86,0,0,34
2944,86,86,0,0,35
2945,86,86,0,0,34
2946,86,86,0,0,35
2947,87,87,0,0,34
2948,88,88,0,0,35
2949,89,89,0,0,17
2950,89,89,0,0,35
2951,90,90,0,0,34
2952,90,90,0,0,35
2953,90,90,0,0,33
2954,91,91,0,0,35
2955,91,91,0,0,35
2956,91,91,0,0,34
2957,92,92,0,0,34
2958,92,92,0,0,34
2959,93,93,0,0,34
2960,92,92,0,0,15
2961,92,92,0,0,31
2962,91,91,0,0,34
2963,91,91,0,0,35
2964,90,90,0,0,32
2965,89,89,0,0,34
2966,88,88,0,0,18
2967,87,87,0,0,35
2968,88,88,0,0,34
2969,88,88,0,0,34
2970,87,87,0,0,33
2971,87,87,0,0,34
2972,88,88,0,0,35
2973,87,87,0,0,35
2974,87,87,0,0,34
2975,88,88,0,0,34
2976,88,88,0,0,33
2977,88,88,0,0,34
2978,88,88,0,0,35
2979,88,88,0,0,33
2980,86,86,0,0,34
2981,87,87,0,0,34
2982,86,86,0,0,34
2983,85,85,0,0,34
2984,83,83,0,0,33
2985,82,82,0,0,35
2986,83,83,0,0,35
2987,84,84,0,0,33
2988,83,83,0,0,35
2989,81,81,0,0,36
2990,81,81,0,0,36
2991,81,81,0,0,37
2992,80,80,0,0,35
2993,81,81,0,0,36
2994,82,82,0,0,34
2995,82,82,0,0,36
2996,81,81,0,0,35
2997,82,82,0,0,35
2998,82,82,0,0,35
2999,85,85,0,0,35
3000,85,85,0,0,34
3001,86,86,0,0,35
3002,86,86,0,0,16
3003,87,87,0,0,35
3004,87,87,0,0,34
3005,88,88,0,0,34
3006,88,88,0,0,35
3007,88,88,0,0,35
3008,89,89,0,0,34
3009,90,90,0,0,35
3010,90,90,0,0,35
3011,90,90,0,0,33
3012,90,90,0,0,34
3013,90,90,0,0,23
3014,90,90,0,0,33
3015,91,91,0,0,34
3016,91,91,0,0,33
3017,91,91,0,0,34
3018,92,92,0,0,33
3019,91,91,0,0,34
3020,91,91,0,0,34
3021,90,90,0,0,33
3022,90,90,0,0,33
3023,90,90,0,0,34
3024,91,91,0,0,34
3025,91,91,0,0,31
3026,91,91,0,0,33
3027,92,92,0,0,34
3028,94,94,0,0,33
3029,95,95,0,0,33
3030,93,93,0,0,32
3031,93,93,0,0,34
3032,92,92,0,0,33
3033,92,92,0,0,34
3034,93,93,0,0,33
3035,93,93,0,0,33
3036,93,93,0,0,34
3037,92,92,0,0,33
3038,92,92,0,0,34
3039,91,91,0,0,32
3040,94,94,0,0,34
3041,94,94,0,0,34
3042,93,93,0,0,34
3043,94,94,0,0,33
3044,92,92,0,0,33
3045,92,92,0,0,31
3046,93,93,0,0,34
3047,93,93,0,0,34
3048,94,94,0,0,32
3049,95,95,0,0,33
3050,95,95,0,0,31
3051,94,94,0,0,31
3052,94,94,0,0,33
3053,94,94,0,0,33
3054,93,93,0,0,33
3055,92,92,0,0,33
3056,92,92,0,0,29
3057,92,92,0,0,34
3058,92,92,0,0,30
3059,89,89,0,0,31
3060,88,88,0,0,34
3061,87,87,0,0,34
3062,86,86,0,0,34
3063,86,86,0,0,32
3064,84,84,0,0,35
3065,85,85,0,0,34
3066,86,86,0,0,31
3067,86,86,0,0,33
3068,86,86,0,0,35
3069,87,87,0,0,34
3070,89,89,0,0,30
3071,90,90,0,0,34
3072,90,90,0,0,34
3073,90,90,0,0,34
3074,90,90,0,0,33
3075,90,90,0,0,33
3076,90,90,0,0,34
3077,88,88,0,0,33
3078,89,89,0,0,33
3079,88,88,0,0,35
3080,88,88,0,0,34
3081,88,88,0,0,34
3082,91,91,0,0,32
3083,93,93,0,0,30
3084,92,92,0,0,33
3085,92,92,0,0,34
3086,91,91,0,0,34
3087,92,92,0,0,22
3088,92,92,0,0,33
3089,92,92,0,0,28
3090,93,93,0,0,32
3091,92,92,0,0,32
3092,91,91,0,0,33
3093,91,91,0,0,34
3094,86,86,0,0,32
3095,84,84,0,0,35
3096,84,84,0,0,35
3097,85,85,0,0,34
3098,85,85,0,0,33
3099,84,84,0,0,34
3100,86,86,0,0,34
3101,86,86,0,0,34
3102,85,85,0,0,33
3103,86,86,0,0,31
3104,86,86,0,0,34
3105,88,88,0,0,35
3106,88,88,0,0,35
3107,88,88,0,0,33
3108,88,88,0,0,34
3109,86,86,0,0,33
3110,87,87,0,0,29
3111,85,85,0,0,31
3112,83,83,0,0,30
3113,83,83,0,0,30
3114,81,81,0,0,30
3115,81,81,0,0,30
3116,81,81,0,0,31
3117,80,80,0,0,35
3118,78,78,0,0,33
3119,77,77,0,0,36
3120,77,77,0,0,35
3121,78,78,0,0,32
3122,78,78,0,0,31
3123,80,80,0,0,34
3124,82,82,0,0,35
3125,83,83,0,0,36
3126,83,83,0,0,33
3127,83,83,0,0,34
3128,85,85,0,0,34
3129,86,86,0,0,34
3130,87,87,0,0,35
3131,86,86,0,0,34
3132,88,88,0,0,33
3133,89,89,0,0,33
3134,88,88,0,0,34
3135,86,86,0,0,33
3136,87,87,0,0,35
3137,87,87,0,0,35
3138,87,87,0,0,32
3139,88,88,0,0,30
3140,89,89,0,0,33
3141,89,89,0,0,34
3142,87,87,0,0,34
3143,87,87,0,0,32
3144,86,86,0,0,33
3145,85,85,0,0,34
3146,84,84,0,0,23
3147,84,84,0,0,35
3148,86,86,0,0,33
3149,87,87,0,0,34
3150,87,87,0,0,35
3151,87,87,0,0,35
3152,87,87,0,0,34
3153,87,87,0,0,34
3154,89,89,0,0,34
3155,91,91,0,0,33
3156,90,90,0,0,34
3157,88,88,0,0,34
3158,87,87,0,0,34
3159,87,87,0,0,33
3160,87,87,0,0,35
3161,87,87,0,0,34
3162,87,87,0,0,34
3163,86,86,0,0,34
3164,87,87,0,0,21
3165,89,89,0,0,34
3166,89,89,0,0,33
3167,90,90,0,0,34
3168,91,91,0,0,34
3169,91,91,0,0,33
3170,92,92,0,0,33
3171,92,92,0,0,34
3172,93,93,0,0,32
3173,93,93,0,0,33
3174,93,93,0,0,31
3175,93,93,0,0,23
3176,96,96,0,0,33
3177,95,95,0,0,33
3178,95,95,0,0,33
3179,94,94,0,0,33
3180,93,93,0,0,32
3181,93,93,0,0,32
3182,95,95,0,0,32
3183,95,95,0,0,33
3184,91,91,0,0,33
3185,92,92,0,0,33
3186,92,92,0,0,30
3187,93,93,0,0,33
3188,95,95,0,0,33
3189,96,96,0,0,32
3190,95,95,0,0,32
3191,95,95,0,0,32
3192,96,96,0,0,31
3193,95,95,0,0,29
3194,95,95,0,0,32
3195,95,95,0,0,33
3196,96,96,0,0,33
3197,96,96,0,0,32
3198,96,96,0,0,31
3199,95,95,0,0,33
3200,99,99,0,0,30
3201,99,99,0,0,30
3202,99,99,0,0,32
3203,98,98,0,0,31
3204,98,98,0,0,32
3205,98,98,0,0,32
3206,100,100,0,0,32
3207,101,101,0,0,31
3208,102,102,0,0,30
3209,104,104,0,0,30
3210,105,105,0,0,21
3211,105,105,0,0,30
3212,105,105,0,0,31
3213,106,106,0,0,30
3214,108,108,0,0,27
3215,106,106,0,0,31
3216,107,107,0,0,30
3217,107,107,0,0,27
3218,108,108,0,0,30
3219,108,108,0,0,29
3220,108,108,0,0,16
3221,107,107,0,0,31
3222,107,107,0,0,30
3223,108,108,0,0,27
3224,107,107,0,0,31
3225,106,106,0,0,30
3226,106,106,0,0,30
3227,106,106,0,0,31
3228,104,104,0,0,30
3229,103,103,0,0,31
3230,102,102,0,0,29
3231,99,99,0,0,29
3232,103,103,0,0,30
3233,103,103,0,0,30
3234,104,104,0,0,31
3235,102,102,0,0,30
3236,103,103,0,0,30
3237,102,102,0,0,32
3238,102,102,0,0,31
3239,102,102,0,0,30
3240,102,102,0,0,30
3241,101,101,0,0,31
3242,101,101,0,0,32
3243,104,104,0,0,29
3244,104,104,0,0,31
3245,105,105,0,0,31
3246,105,105,0,0,31
3247,104,104,0,0,30
3248,103,103,0,0,32
3249,101,101,0,0,31
3250,101,101,0,0,26
3251,105,105,0,0,28
3252,106,106,0,0,30
3253,107,107,0,0,30
3254,107,107,0,0,29
3255,106,106,0,0,31
3256,104,104,0,0,31
3257,104,104,0,0,29
3258,105,105,0,0,30
3259,105,105,0,0,31
3260,105,105,0,0,32
3261,105,105,0,0,32
3262,106,106,0,0,31
3263,106,106,0,0,30
3264,105,105,0,0,30
3265,104,104,0,0,29
3266,105,105,0,0,29
3267,105,105,0,0,31
3268,105,105,0,0,32
3269,105,105,0,0,30
3270,104,104,0,0,32
3271,103,103,0,0,31
3272,101,101,0,0,30
3273,101,101,0,0,31
3274,102,102,0,0,32
3275,102,102,0,0,31
3276,102,102,0,0,33
3277,102,102,0,0,33
